year,mileage,tax,mpg,engineSize,model_ 2 Series,model_ 3 Series,model_ 4 Series,model_ 5 Series,model_ 6 Series,model_ 7 Series,model_ 8 Series,model_ M2,model_ M3,model_ M4,model_ M5,model_ M6,model_ X1,model_ X2,model_ X3,model_ X4,model_ X5,model_ X6,model_ X7,model_ Z3,model_ Z4,model_ i3,model_ i8,transmission_Manual,transmission_Semi-Auto,fuelType_Electric,fuelType_Hybrid,fuelType_Other,fuelType_Petrol,log_price
-0.4506407094544664,0.17604903709754433,-1.6598360443745654,0.20521995060113235,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.61547209118311
0.8169148933945245,-0.9765120245669091,0.22580934347865128,-0.35056311544150004,-0.2951064242419407,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.451319901931214
0.39439635911152754,-0.6551175448703319,0.22580934347865128,-0.6219920546716229,-1.205464774028208,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.574983485564092
0.8169148933945245,-0.7348799686060844,0.22580934347865128,0.29892756057343683,-0.2951064242419407,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10.19802109993701
-0.02812217517146942,0.029837797972565038,0.3077939255592259,0.0016482461785403046,1.5256102753305938,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.951849053414007
0.39439635911152754,-0.6774526132009213,0.3077939255592259,-0.13406622343652122,1.5256102753305938,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10.085725772524334
0.39439635911152754,0.15975477016597556,0.22580934347865128,-0.10175325448055421,-1.205464774028208,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.557964480394498
-1.7181963123034574,1.5076085823224508,0.5537476718009499,-0.19546086445285848,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.480367509189243
-0.8731592437374633,0.2961099649030791,-0.1021289848436473,0.11797493442002158,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.546812608597396
0.8169148933945245,-1.0113261168402121,0.22580934347865128,-0.4830462881609648,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.422578920719152
0.8169148933945245,-0.9664970117211644,0.22580934347865128,-0.44103942851820777,-1.205464774028208,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,9.95227771670556
-0.02812217517146942,0.18916393487173383,0.22580934347865128,0.25045810713948635,-0.2951064242419407,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.680218993408767
0.39439635911152754,-0.3623771297046354,0.3077939255592259,-0.25039291167800226,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,9.975575628930383
1.2394334276775216,-0.9367301679852009,0.22580934347865128,-0.6381485391496063,1.5256102753305938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,10.71163612579058
0.8169148933945245,-0.8806143023574569,0.22580934347865128,-0.5735226012376723,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,10.108181960181808
-1.2956777780204605,0.05574965660520611,-0.1021289848436473,0.11797493442002158,-0.2951064242419407,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.619133270177022
0.8169148933945245,-0.852278174742314,0.22580934347865128,-0.19546086445285848,1.5256102753305938,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10.3702985908827
-0.4506407094544664,0.5785571724217602,-1.6598360443745654,0.25045810713948635,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.449357272446683
-1.2956777780204605,2.1895435244658374,-1.6598360443745654,0.25045810713948635,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.025214887849494
0.8169148933945245,-0.7337671894010017,0.3077939255592259,0.11797493442002158,-0.2951064242419407,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10.106224294072675
-1.2956777780204605,0.697306610449876,0.4717630897203752,-0.19546086445285848,1.5256102753305938,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.836920308264014
1.2394334276775216,-0.9375250102745458,0.22580934347865128,-0.7253935553307174,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.430875264601097
-0.4506407094544664,0.3445158603241785,-1.8238052085357148,0.5154244525784158,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.454148923733976
0.8169148933945245,-0.5857675551249966,0.22580934347865128,0.29892756057343683,-0.2951064242419407,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10.104385494903019
-0.4506407094544664,-0.034226490548627295,-1.6598360443745654,0.29892756057343683,-0.2951064242419407,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.79784922051313
-0.02812217517146942,-0.2968821250626224,0.3077939255592259,-0.5379783353861088,1.5256102753305938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,10.043249494911286
-0.8731592437374633,-0.0028302201195069833,-0.1021289848436473,0.11797493442002158,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.708080756193517
0.8169148933945245,-0.4451996962543655,0.22580934347865128,0.07919937167286108,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10.220121446937677
-0.4506407094544664,0.5784379460783585,2.84931597005704,-0.6833866956879603,1.5256102753305938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,9.680344001221918
-2.5632333808694514,1.7657336157871804,2.767331387976465,-0.6058355701936393,1.5256102753305938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.615138591096644
0.8169148933945245,-0.8904306046308653,0.22580934347865128,-0.13406622343652122,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10.341419850781794
-0.4506407094544664,0.454800227970772,-0.1021289848436473,0.037192512030104055,-0.2951064242419407,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.695848187757884
-0.02812217517146942,0.4226091152523069,0.22580934347865128,-0.0694402855245872,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.811920359010637
0.8169148933945245,-0.47782797223197027,0.22580934347865128,-0.4604272098917878,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,10.2527702409553
0.8169148933945245,-0.6562303240754147,0.3077939255592259,-0.1631478954968915,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10.257659366256743
-0.4506407094544664,-0.18469013592160136,-1.8238052085357148,0.4572611084576749,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.615205300012315
-0.8731592437374633,1.076724577268625,-1.6598360443745654,0.1599817940627786,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.400960731584833
0.8169148933945245,-0.6855997466667058,0.3077939255592259,-0.1631478954968915,-0.2951064242419407,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10.038673825091196
-0.4506407094544664,1.1812463383174685,-1.8238052085357148,0.5768190935947529,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.4097648366698
-0.4506407094544664,0.389464191786628,1.209624328445547,-0.3020936620075495,1.5256102753305938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10.267470726189352
-0.02812217517146942,0.04915246560364412,-0.1021289848436473,0.11797493442002158,-0.2951064242419407,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.798071479779479
-0.4506407094544664,0.013940952185668678,1.209624328445547,-0.4830462881609648,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,9.679781342959442
-0.8731592437374633,0.3385545431540924,0.4717630897203752,-0.1631478954968915,1.5256102753305938,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.752083098376895
-0.4506407094544664,0.42443725251779996,-1.6598360443745654,0.25045810713948635,-0.2951064242419407,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.546455401949554
0.39439635911152754,-0.7590431742021669,0.22580934347865128,-0.13406622343652122,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.9281801651265
-0.4506407094544664,-0.05568723236093739,-0.1021289848436473,-0.19546086445285848,-1.205464774028208,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,9.539572174084759
-0.4506407094544664,2.0938445128287215,-1.8238052085357148,0.40232906123253137,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.509703949201802
0.8169148933945245,-0.7484717717538808,0.3077939255592259,-0.25039291167800226,-0.2951064242419407,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,10.308919326755392
-1.2956777780204605,2.1555640165963466,-1.8238052085357148,0.40232906123253137,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.093806555720231
-2.1407148465864543,1.2371634933728763,-1.6598360443745654,0.20521995060113235,-0.2951064242419407,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.099408811268901
-0.8731592437374633,0.26952249032449493,0.3077939255592259,-0.10175325448055421,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.95227771670556
-0.02812217517146942,1.1649520713858996,0.3077939255592259,0.29892756057343683,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.350102314351341
-0.4506407094544664,0.19373427803546653,-0.1021289848436473,-0.10175325448055421,-1.205464774028208,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,9.392661928770137
-0.02812217517146942,-0.24521737625520926,0.22580934347865128,0.25045810713948635,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.780980878043332
1.2394334276775216,-0.9830297313395366,0.22580934347865128,-0.5735226012376723,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,10.444648376098192
0.39439635911152754,-0.5563981325337055,0.3077939255592259,-0.37641349060627377,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,10.055994024250897
0.39439635911152754,0.20843886038834566,0.22580934347865128,0.25045810713948635,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.877913301416697
-1.7181963123034574,0.4635037510390978,0.3077939255592259,-0.221311239617632,-1.0233931040709545,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,9.103868127465667
-0.02812217517146942,-0.30824836980025333,0.22580934347865128,-0.276243286842776,-0.2951064242419407,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.836278802842678
-0.02812217517146942,0.9300364327700388,0.3077939255592259,0.29892756057343683,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.615672137861335
-0.4506407094544664,0.5869825006888153,-1.6598360443745654,0.29892756057343683,-0.2951064242419407,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.851931065621725
0.8169148933945245,-0.9566012252188214,0.22580934347865128,-0.4830462881609648,1.5256102753305938,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.34158118013602
-0.8731592437374633,0.6179813499732631,2.767331387976465,-0.7253935553307174,1.5256102753305938,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,10.3307793818704
-1.7181963123034574,0.10467219951437966,-1.6598360443745654,0.20521995060113235,-0.2951064242419407,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.451873788401983
1.2394334276775216,-1.0121607012440241,0.22580934347865128,-0.5735226012376723,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,10.404111313817522
-0.4506407094544664,-0.2727984036954744,2.111454731331868,-0.6543050236275898,1.5256102753305938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,9.752606521576492
-0.4506407094544664,0.024790549435225444,0.4717630897203752,-0.35056311544150004,-0.2951064242419407,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.838949031398556
-0.4506407094544664,-0.26377694371141075,-0.1021289848436473,-0.13406622343652122,-1.205464774028208,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,9.44137272471063
-0.4506407094544664,-0.03319319557247903,-1.6598360443745654,0.20521995060113235,-0.2951064242419407,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.680031452383618
-2.985751915152448,2.0439284170578667,2.767331387976465,-0.6058355701936393,1.5256102753305938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.471935109664646
-0.02812217517146942,1.0438181064897494,0.22580934347865128,0.07919937167286108,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.723104116372433
-0.02812217517146942,-0.634014482088227,0.3077939255592259,-0.10175325448055421,-1.205464774028208,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,9.526609901279876
-0.4506407094544664,0.7117727401159517,-1.6598360443745654,0.20521995060113235,-0.2951064242419407,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.543234787249512
-0.4506407094544664,1.6862493868526987,-2.1517435368580133,13.388911284635672,-3.93653982338701,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,9.679718805828
1.2394334276775216,-1.0120414749006226,0.22580934347865128,-0.7738630087646678,1.5256102753305938,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,10.777914080311584
1.2394334276775216,-0.9440427170471734,0.22580934347865128,-0.25039291167800226,-0.2951064242419407,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,10.203703249925194
0.8169148933945245,-0.8088400436296197,0.22580934347865128,-0.6833866956879603,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,10.125830783679568
-0.02812217517146942,0.19365479380653206,0.22580934347865128,-0.0694402855245872,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.920344669602551
0.8169148933945245,-0.6490370013568441,0.3077939255592259,0.20521995060113235,-0.2951064242419407,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,10.238172478583245
0.8169148933945245,-1.0158169757750104,0.22580934347865128,-0.7253935553307174,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,10.373491181781864
-1.2956777780204605,0.5840813263327067,1.1276397463649723,-0.25039291167800226,1.5256102753305938,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.745663467342562
0.8169148933945245,-0.7613084747267996,0.22580934347865128,0.20521995060113235,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10.04107321548869
-0.4506407094544664,2.20865948152458,-1.6598360443745654,0.20521995060113235,-0.2951064242419407,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.436678814186912
-0.02812217517146942,0.23904028852812115,-1.6598360443745654,0.20521995060113235,-0.2951064242419407,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.779000847413124
-1.2956777780204605,0.1034401939658952,-0.1021289848436473,0.07919937167286108,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.53899642739739
-0.4506407094544664,-0.3173095718987842,-0.1021289848436473,-0.13406622343652122,-1.205464774028208,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,9.433403920090221
-1.2956777780204605,0.4134684289248415,-2.1517435368580133,0.5768190935947529,-1.0233931040709545,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.082507000466299
-7.210937257982418,2.92656103726082,2.193439313412443,-0.8740332125281657,-0.2951064242419407,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,7.4377951216719325
0.8169148933945245,-0.6177202151566582,0.22580934347865128,-0.276243286842776,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,9.903387547535795
-0.02812217517146942,-0.19856013387066843,0.22580934347865128,0.4572611084576749,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.525151111816216
1.2394334276775216,-1.015737491546076,0.3077939255592259,-0.19546086445285848,-1.205464774028208,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,9.993785190516908
0.39439635911152754,-0.6813473404187109,0.22580934347865128,-0.25039291167800226,-0.2951064242419407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,9.998343083548807
0.8169148933945245,-0.9764722824524419,0.22580934347865128,-0.13406622343652122,-1.205464774028208,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,9.951324881950288
1.2394334276775216,-0.9565614831043542,0.22580934347865128,-0.1631478954968915,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10.203592144986466
-0.4506407094544664,1.725395369602931,-1.8238052085357148,0.40232906123253137,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.349928386183237
-0.4506407094544664,1.8195046966613575,0.22580934347865128,0.0016482461785403046,-0.2951064242419407,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.546741177474825
0.8169148933945245,-0.921389711800846,0.22580934347865128,0.29892756057343683,-0.2951064242419407,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.341097113970859
-4.2533075180014395,4.110518369354394,3.259238880459913,-0.6672302112099768,0.6152519255443265,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.823645930834952
-0.4506407094544664,0.7558070029456546,1.1276397463649723,-0.276243286842776,1.5256102753305938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.974877548622802
0.8169148933945245,-1.0158169757750104,0.22580934347865128,0.11797493442002158,-0.2951064242419407,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.596509725282923
0.8169148933945245,-0.9533821139469749,0.22580934347865128,-0.6963118832703471,1.5256102753305938,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,10.543761243489005
-0.8731592437374633,0.8914070975078806,0.3077939255592259,-0.10175325448055421,1.5256102753305938,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.679781342959442
-0.4506407094544664,0.8479689663951863,-0.1021289848436473,0.07919937167286108,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.680031452383618
-1.2956777780204605,0.37475960943374886,-1.6598360443745654,0.29892756057343683,-0.2951064242419407,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.39182824802156
-0.8731592437374633,1.7401396940702774,-1.8238052085357148,0.40232906123253137,-0.2951064242419407,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.383873422737057
-0.4506407094544664,-0.06721244555643725,-1.6598360443745654,0.20521995060113235,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.615672137861335
-0.4506407094544664,1.7239646534821103,1.1276397463649723,-0.4184203502490308,-0.2951064242419407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.47262771040802
-1.2956777780204605,0.7009628849808621,-0.1021289848436473,0.037192512030104055,-0.2951064242419407,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.47262771040802
